Date,Region,Category,Sales,Profit,Units_Sold
2025-05-15 21:42:08.617799,North,Home & Kitchen,921,174.69972713806675,13
2025-05-15 21:42:08.617799,South,Electronics,780,105.44433941766589,4
2025-05-15 21:42:08.617799,South,Clothing,900,178.90086873301823,4
2025-05-15 21:42:08.617799,South,Home & Kitchen,603,138.64572762509408,7
2025-05-15 21:42:08.617799,East,Electronics,294,68.06763806726019,1
2025-05-15 21:42:08.617799,East,Clothing,787,93.44440845614176,3
2025-05-15 21:42:08.617799,East,Home & Kitchen,569,87.08002944218036,14
2025-05-15 21:42:08.617799,West,Electronics,769,226.54902332092612,13
2025-05-15 21:42:08.617799,West,Clothing,662,184.3069639054498,11
2025-05-15 21:42:08.617799,West,Home & Kitchen,126,32.62924484924954,14
2025-05-16 21:42:08.617799,North,Electronics,708,152.48959006309244,1
2025-05-16 21:42:08.617799,North,Clothing,552,80.6124536138677,3
2025-05-16 21:42:08.617799,North,Home & Kitchen,615,64.49086387106883,1
2025-05-16 21:42:08.617799,South,Electronics,611,82.74292502354137,12
2025-05-16 21:42:08.617799,South,Clothing,257,74.73192885793299,5
2025-05-16 21:42:08.617799,South,Home & Kitchen,617,107.37758361152183,9
2025-05-16 21:42:08.617799,East,Electronics,136,38.85026490238613,1
2025-05-16 21:42:08.617799,East,Clothing,401,117.6257164873023,3
2025-05-16 21:42:08.617799,East,Home & Kitchen,799,216.21091098368413,13
2025-05-16 21:42:08.617799,West,Electronics,260,42.47994426812644,2
2025-05-16 21:42:08.617799,West,Clothing,892,159.61295767880983,6
2025-05-16 21:42:08.617799,West,Home & Kitchen,669,191.3362524976893,14
2025-05-17 21:42:08.617799,North,Electronics,891,126.3293154790572,6
2025-05-17 21:42:08.617799,North,Clothing,762,97.54880392204626,11
2025-05-17 21:42:08.617799,North,Home & Kitchen,589,162.25454787311313,1
2025-05-17 21:42:08.617799,South,Electronics,203,48.59883908440788,11
2025-05-17 21:42:08.617799,South,Clothing,345,59.30488943416311,13
2025-05-17 21:42:08.617799,South,Home & Kitchen,781,204.52221248574378,3
2025-05-17 21:42:08.617799,East,Electronics,917,250.72106322759103,13
2025-05-17 21:42:08.617799,East,Clothing,927,187.50288074881786,9
2025-05-17 21:42:08.617799,East,Home & Kitchen,135,35.05396983210293,1
2025-05-17 21:42:08.617799,West,Electronics,875,210.34420352009806,14
2025-05-17 21:42:08.617799,West,Clothing,982,164.58224880564163,12
2025-05-17 21:42:08.617799,West,Home & Kitchen,453,53.81476374958274,7
2025-05-18 21:42:08.617799,North,Electronics,953,157.8458984206839,10
2025-05-18 21:42:08.617799,North,Clothing,674,199.75215174425958,6
2025-05-18 21:42:08.617799,North,Home & Kitchen,413,112.36942147254437,1
2025-05-18 21:42:08.617799,South,Electronics,791,85.24365498673475,6
2025-05-18 21:42:08.617799,South,Clothing,543,89.77432485905004,8
2025-05-18 21:42:08.617799,South,Home & Kitchen,152,23.454904640920155,12
2025-05-18 21:42:08.617799,East,Electronics,104,19.91111536156555,6
2025-05-18 21:42:08.617799,East,Clothing,976,135.5429826357992,14
2025-05-18 21:42:08.617799,East,Home & Kitchen,146,35.02575655440206,8
2025-05-18 21:42:08.617799,West,Electronics,919,116.29860860825787,2
2025-05-18 21:42:08.617799,West,Clothing,735,178.54548031445293,3
2025-05-18 21:42:08.617799,West,Home & Kitchen,756,135.90172029845294,3
2025-05-19 21:42:08.617799,North,Electronics,703,174.9123956056756,10
2025-05-19 21:42:08.617799,North,Clothing,840,114.96805728767018,14
2025-05-19 21:42:08.617799,North,Home & Kitchen,890,165.23997653933918,12
2025-05-19 21:42:08.617799,South,Electronics,740,99.64755937048517,1
2025-05-19 21:42:08.617799,South,Clothing,850,127.54129268798121,14
2025-05-19 21:42:08.617799,South,Home & Kitchen,217,52.713463045182706,8
2025-05-19 21:42:08.617799,East,Electronics,336,52.411557874767354,13
2025-05-19 21:42:08.617799,East,Clothing,803,169.32926083333095,6
2025-05-19 21:42:08.617799,East,Home & Kitchen,960,176.56321198613566,12
2025-05-19 21:42:08.617799,West,Electronics,253,43.31221753975383,5
2025-05-19 21:42:08.617799,West,Clothing,185,19.032559079300967,14
2025-05-19 21:42:08.617799,West,Home & Kitchen,319,34.834968560987825,1
2025-05-20 21:42:08.617799,North,Electronics,193,52.32077854282488,4
2025-05-20 21:42:08.617799,North,Clothing,552,107.5487907312407,10
2025-05-20 21:42:08.617799,North,Home & Kitchen,573,113.63917928838899,7
2025-05-20 21:42:08.617799,South,Electronics,711,95.72930590120416,14
2025-05-20 21:42:08.617799,South,Clothing,456,81.94363177704045,10
2025-05-20 21:42:08.617799,South,Home & Kitchen,857,194.55505175871414,2
2025-05-20 21:42:08.617799,East,Electronics,279,48.803383896157094,10
2025-05-20 21:42:08.617799,East,Clothing,758,152.07545680074128,1
2025-05-20 21:42:08.617799,East,Home & Kitchen,424,100.40012764496235,8
2025-05-20 21:42:08.617799,West,Electronics,435,99.39047720394946,1
2025-05-20 21:42:08.617799,West,Clothing,995,226.14431589175624,4
2025-05-20 21:42:08.617799,West,Home & Kitchen,763,179.635889047643,3
2025-05-21 21:42:08.617799,North,Electronics,479,60.2103338398086,13
2025-05-21 21:42:08.617799,North,Clothing,790,208.66103716754498,12
2025-05-21 21:42:08.617799,North,Home & Kitchen,934,246.65573441647285,8
2025-05-21 21:42:08.617799,South,Electronics,941,132.9979965288035,13
2025-05-21 21:42:08.617799,South,Clothing,496,70.88724067507071,14
2025-05-21 21:42:08.617799,South,Home & Kitchen,997,107.4692485826606,2
2025-05-21 21:42:08.617799,East,Electronics,134,22.419652959017867,10
2025-05-21 21:42:08.617799,East,Clothing,875,154.9444086689739,10
2025-05-21 21:42:08.617799,East,Home & Kitchen,701,117.85556463888645,3
2025-05-21 21:42:08.617799,West,Electronics,716,142.63256345481577,10
2025-05-21 21:42:08.617799,West,Clothing,600,101.80039253438368,11
2025-05-21 21:42:08.617799,West,Home & Kitchen,512,55.21267985158618,9
2025-05-22 21:42:08.617799,North,Electronics,376,110.3620574743226,4
2025-05-22 21:42:08.617799,North,Clothing,493,91.0542349115805,8
2025-05-22 21:42:08.617799,North,Home & Kitchen,291,62.61881028002052,3
2025-05-22 21:42:08.617799,South,Electronics,647,112.83914030158614,7
2025-05-22 21:42:08.617799,South,Clothing,195,32.7913380698677,14
2025-05-22 21:42:08.617799,South,Home & Kitchen,835,226.85492955778295,1
2025-05-22 21:42:08.617799,East,Electronics,794,198.6383255652898,9
2025-05-22 21:42:08.617799,East,Clothing,966,116.52353145910219,1
2025-05-22 21:42:08.617799,East,Home & Kitchen,980,197.02946499978,9
2025-05-22 21:42:08.617799,West,Electronics,441,70.35142239172121,3
2025-05-22 21:42:08.617799,West,Clothing,276,30.552388380454765,13
2025-05-22 21:42:08.617799,West,Home & Kitchen,332,89.45030476794716,9
2025-05-23 21:42:08.617799,North,Electronics,554,161.41353807201136,4
2025-05-23 21:42:08.617799,North,Clothing,950,188.67487497664294,5
2025-05-23 21:42:08.617799,North,Home & Kitchen,168,26.651881929054966,9
2025-05-23 21:42:08.617799,South,Electronics,990,141.12012321479733,5
2025-05-23 21:42:08.617799,South,Clothing,250,64.06480252356012,7
2025-05-23 21:42:08.617799,South,Home & Kitchen,208,59.52665079659137,10
2025-05-23 21:42:08.617799,East,Electronics,497,104.32317090297931,5
2025-05-23 21:42:08.617799,East,Clothing,262,72.71569917653491,11
2025-05-23 21:42:08.617799,East,Home & Kitchen,942,116.25542589496095,12
2025-05-23 21:42:08.617799,West,Electronics,108,27.248629645097402,12
2025-05-23 21:42:08.617799,West,Clothing,352,94.22904576898455,14
2025-05-23 21:42:08.617799,West,Home & Kitchen,752,108.675493202683,9
2025-05-24 21:42:08.617799,North,Electronics,894,215.6761102155815,5
2025-05-24 21:42:08.617799,North,Clothing,128,14.971845480580914,3
2025-05-24 21:42:08.617799,North,Home & Kitchen,747,130.61605688596438,1
2025-05-24 21:42:08.617799,South,Electronics,441,115.78892183211174,7
2025-05-24 21:42:08.617799,South,Clothing,316,69.00736829350517,4
2025-05-24 21:42:08.617799,South,Home & Kitchen,169,40.83652441071215,3
2025-05-24 21:42:08.617799,East,Electronics,544,95.52504980530128,7
2025-05-24 21:42:08.617799,East,Clothing,190,28.45151786835094,3
2025-05-24 21:42:08.617799,East,Home & Kitchen,138,25.790870907876286,13
2025-05-24 21:42:08.617799,West,Electronics,752,136.14239385192514,14
2025-05-24 21:42:08.617799,West,Clothing,157,38.96657923259498,8
2025-05-24 21:42:08.617799,West,Home & Kitchen,928,245.50988930831426,7
2025-05-25 21:42:08.617799,North,Electronics,100,23.62078854193818,12
2025-05-25 21:42:08.617799,North,Clothing,289,52.03288320800304,12
2025-05-25 21:42:08.617799,North,Home & Kitchen,468,54.55862771049796,1
2025-05-25 21:42:08.617799,South,Electronics,216,63.2112137038344,12
2025-05-25 21:42:08.617799,South,Clothing,784,230.4770000277578,13
2025-05-25 21:42:08.617799,South,Home & Kitchen,914,254.3009611840074,6
2025-05-25 21:42:08.617799,East,Electronics,312,93.16100327784434,5
2025-05-25 21:42:08.617799,East,Clothing,775,163.34741408220472,4
2025-05-25 21:42:08.617799,East,Home & Kitchen,540,110.49456717037607,9
2025-05-25 21:42:08.617799,West,Electronics,404,96.61649406995706,1
2025-05-25 21:42:08.617799,West,Clothing,472,112.98972527354411,3
2025-05-25 21:42:08.617799,West,Home & Kitchen,755,186.8022065822959,11
2025-05-26 21:42:08.617799,North,Electronics,111,32.383193444454186,8
2025-05-26 21:42:08.617799,North,Clothing,457,87.34702720461416,12
2025-05-26 21:42:08.617799,North,Home & Kitchen,472,73.38478367341892,12
2025-05-26 21:42:08.617799,South,Electronics,775,149.37325276569723,10
2025-05-26 21:42:08.617799,South,Clothing,415,89.94345728362238,12
2025-05-26 21:42:08.617799,South,Home & Kitchen,968,285.44283476416985,11
2025-05-26 21:42:08.617799,East,Electronics,601,63.98437732337999,9
2025-05-26 21:42:08.617799,East,Clothing,823,181.51789778103492,13
2025-05-26 21:42:08.617799,East,Home & Kitchen,657,75.71272987933004,6
2025-05-26 21:42:08.617799,West,Electronics,693,127.04617340255322,5
2025-05-26 21:42:08.617799,West,Clothing,914,259.4254736755403,10
2025-05-26 21:42:08.617799,West,Home & Kitchen,923,254.1317103019013,11
2025-05-27 21:42:08.617799,North,Electronics,976,129.77564777394258,8
2025-05-27 21:42:08.617799,North,Clothing,900,229.9684110723406,2
2025-05-27 21:42:08.617799,North,Home & Kitchen,323,95.94947887299156,11
2025-05-27 21:42:08.617799,South,Electronics,952,237.9197083154441,9
2025-05-27 21:42:08.617799,South,Clothing,953,253.33870046666163,1
2025-05-27 21:42:08.617799,South,Home & Kitchen,560,63.11332491408015,9
2025-05-27 21:42:08.617799,East,Electronics,198,25.100543904505077,5
2025-05-27 21:42:08.617799,East,Clothing,922,251.65480618143178,1
2025-05-27 21:42:08.617799,East,Home & Kitchen,808,242.3543760030387,6
2025-05-27 21:42:08.617799,West,Electronics,870,183.64511677485717,5
2025-05-27 21:42:08.617799,West,Clothing,664,191.86488892838642,10
2025-05-27 21:42:08.617799,West,Home & Kitchen,182,27.203470903452395,14
2025-05-28 21:42:08.617799,North,Electronics,556,69.96252696484623,3
2025-05-28 21:42:08.617799,North,Clothing,784,173.44818268189798,14
2025-05-28 21:42:08.617799,North,Home & Kitchen,548,128.41839501088188,2
2025-05-28 21:42:08.617799,South,Electronics,447,68.71931989306248,7
2025-05-28 21:42:08.617799,South,Clothing,253,50.50715844428218,6
2025-05-28 21:42:08.617799,South,Home & Kitchen,217,57.781522668712554,2
2025-05-28 21:42:08.617799,East,Electronics,367,96.62271296463877,12
2025-05-28 21:42:08.617799,East,Clothing,488,57.42864260048711,11
2025-05-28 21:42:08.617799,East,Home & Kitchen,924,201.42384979103514,7
2025-05-28 21:42:08.617799,West,Electronics,306,78.62169775339176,14
2025-05-28 21:42:08.617799,West,Clothing,677,176.70304798212157,7
2025-05-28 21:42:08.617799,West,Home & Kitchen,521,116.41887880053783,2
2025-05-29 21:42:08.617799,North,Electronics,905,200.56390076708124,2
2025-05-29 21:42:08.617799,North,Clothing,897,189.23392017247525,3
2025-05-29 21:42:08.617799,North,Home & Kitchen,546,133.92255596540494,9
2025-05-29 21:42:08.617799,South,Electronics,265,50.398253713053535,12
2025-05-29 21:42:08.617799,South,Clothing,641,143.85151496921335,3
2025-05-29 21:42:08.617799,South,Home & Kitchen,180,52.18274245167511,4
2025-05-29 21:42:08.617799,East,Electronics,237,67.62025343265483,10
2025-05-29 21:42:08.617799,East,Clothing,884,134.05760785125585,8
2025-05-29 21:42:08.617799,East,Home & Kitchen,168,49.72909452959203,5
2025-05-29 21:42:08.617799,West,Electronics,549,90.99692680956841,11
2025-05-29 21:42:08.617799,West,Clothing,142,21.020135573300685,3
2025-05-29 21:42:08.617799,West,Home & Kitchen,210,26.41294832024727,7
2025-05-30 21:42:08.617799,North,Electronics,947,123.47037015122854,6
2025-05-30 21:42:08.617799,North,Clothing,619,84.19232831684316,4
2025-05-30 21:42:08.617799,North,Home & Kitchen,795,144.95413308284697,3
2025-05-30 21:42:08.617799,South,Electronics,766,178.86984554142137,2
2025-05-30 21:42:08.617799,South,Clothing,160,22.153248601877465,3
2025-05-30 21:42:08.617799,South,Home & Kitchen,888,118.80286720161642,12
2025-05-30 21:42:08.617799,East,Electronics,781,105.74903764402787,5
2025-05-30 21:42:08.617799,East,Clothing,937,116.3071622442526,9
2025-05-30 21:42:08.617799,East,Home & Kitchen,623,88.00918131336174,2
2025-05-30 21:42:08.617799,West,Electronics,177,29.385522771179502,11
2025-05-30 21:42:08.617799,West,Clothing,172,20.37479616626887,9
2025-05-30 21:42:08.617799,West,Home & Kitchen,313,36.41811539999938,14
2025-05-31 21:42:08.617799,North,Electronics,206,58.53994290191069,13
2025-05-31 21:42:08.617799,North,Clothing,436,67.74373091843616,1
2025-05-31 21:42:08.617799,North,Home & Kitchen,107,26.712757374210288,13
2025-05-31 21:42:08.617799,South,Electronics,791,112.21906295186757,8
2025-05-31 21:42:08.617799,South,Clothing,825,121.45922796437172,12
2025-05-31 21:42:08.617799,South,Home & Kitchen,177,34.07372895111344,13
2025-05-31 21:42:08.617799,East,Electronics,765,82.11253004226148,8
2025-05-31 21:42:08.617799,East,Clothing,982,238.3018586677261,7
2025-05-31 21:42:08.617799,East,Home & Kitchen,849,212.18483619505815,12
2025-05-31 21:42:08.617799,West,Electronics,373,70.67696256502971,3
2025-05-31 21:42:08.617799,West,Clothing,982,145.82120691386092,9
2025-05-31 21:42:08.617799,West,Home & Kitchen,730,128.08348781327493,10
2025-06-01 21:42:08.617799,North,Electronics,138,22.68938497009572,7
2025-06-01 21:42:08.617799,North,Clothing,185,30.617402030582845,12
2025-06-01 21:42:08.617799,North,Home & Kitchen,636,176.87507011011465,4
2025-06-01 21:42:08.617799,South,Electronics,124,29.24173751478334,3
2025-06-01 21:42:08.617799,South,Clothing,332,66.29656200888941,4
2025-06-01 21:42:08.617799,South,Home & Kitchen,210,51.94654396658634,8
2025-06-01 21:42:08.617799,East,Electronics,468,99.63331958011923,10
2025-06-01 21:42:08.617799,East,Clothing,524,87.76442818977701,4
2025-06-01 21:42:08.617799,East,Home & Kitchen,381,84.39570793877024,11
2025-06-01 21:42:08.617799,West,Electronics,414,123.0834626000587,5
2025-06-01 21:42:08.617799,West,Clothing,476,70.18399057326668,6
2025-06-01 21:42:08.617799,West,Home & Kitchen,376,49.09500726666177,7
2025-06-02 21:42:08.617799,North,Electronics,723,95.53452657333175,11
2025-06-02 21:42:08.617799,North,Clothing,545,85.57537338762933,8
2025-06-02 21:42:08.617799,North,Home & Kitchen,922,247.5227081089847,3
2025-06-02 21:42:08.617799,South,Electronics,342,35.447785729699895,5
2025-06-02 21:42:08.617799,South,Clothing,647,193.7448661990302,6
2025-06-02 21:42:08.617799,South,Home & Kitchen,421,90.59906677923658,11
2025-06-02 21:42:08.617799,East,Electronics,103,10.409180131790672,6
2025-06-02 21:42:08.617799,East,Clothing,980,194.18676073472173,6
2025-06-02 21:42:08.617799,East,Home & Kitchen,673,192.39400813657306,11
2025-06-02 21:42:08.617799,West,Electronics,491,95.90403334121366,13
2025-06-02 21:42:08.617799,West,Clothing,399,56.26518929992684,10
2025-06-02 21:42:08.617799,West,Home & Kitchen,217,52.55533758151488,4
2025-06-03 21:42:08.617799,North,Electronics,324,80.10881750366202,12
2025-06-03 21:42:08.617799,North,Clothing,658,158.87148058680887,14
2025-06-03 21:42:08.617799,North,Home & Kitchen,419,49.214917049614805,14
2025-06-03 21:42:08.617799,South,Electronics,238,68.16388269143008,13
2025-06-03 21:42:08.617799,South,Clothing,358,39.51056523648577,2
2025-06-03 21:42:08.617799,South,Home & Kitchen,109,22.85954797105174,10
2025-06-03 21:42:08.617799,East,Electronics,271,38.03379105829879,8
2025-06-03 21:42:08.617799,East,Clothing,741,87.12205408616174,5
2025-06-03 21:42:08.617799,East,Home & Kitchen,428,107.87550480655717,11
2025-06-03 21:42:08.617799,West,Electronics,649,118.35695065631546,14
2025-06-03 21:42:08.617799,West,Clothing,194,55.46573079681564,14
2025-06-03 21:42:08.617799,West,Home & Kitchen,335,60.87072562670643,5
2025-06-04 21:42:08.617799,North,Electronics,475,141.6383002634521,2
2025-06-04 21:42:08.617799,North,Clothing,687,120.80600757402618,1
2025-06-04 21:42:08.617799,North,Home & Kitchen,395,96.50612750935089,12
2025-06-04 21:42:08.617799,South,Electronics,931,238.61799650211344,11
2025-06-04 21:42:08.617799,South,Clothing,972,243.09757417437694,12
2025-06-04 21:42:08.617799,South,Home & Kitchen,897,237.72880219868784,5
2025-06-04 21:42:08.617799,East,Electronics,104,15.302388318151994,14
2025-06-04 21:42:08.617799,East,Clothing,509,143.32077208108413,9
2025-06-04 21:42:08.617799,East,Home & Kitchen,848,184.5768122148416,2
2025-06-04 21:42:08.617799,West,Electronics,395,75.2039395026241,8
2025-06-04 21:42:08.617799,West,Clothing,625,174.95843066152165,13
2025-06-04 21:42:08.617799,West,Home & Kitchen,521,108.34518665150476,1
2025-06-05 21:42:08.617799,North,Electronics,764,130.69938263785087,7
2025-06-05 21:42:08.617799,North,Clothing,920,258.7908684174766,3
2025-06-05 21:42:08.617799,North,Home & Kitchen,138,17.026385923550848,6
2025-06-05 21:42:08.617799,South,Electronics,678,152.91721199648427,8
2025-06-05 21:42:08.617799,South,Clothing,653,83.48893268983838,13
2025-06-05 21:42:08.617799,South,Home & Kitchen,388,80.19658073736255,7
2025-06-05 21:42:08.617799,East,Electronics,519,155.46049353289493,9
2025-06-05 21:42:08.617799,East,Clothing,196,47.31363408074359,11
2025-06-05 21:42:08.617799,East,Home & Kitchen,388,41.40211693549648,6
2025-06-05 21:42:08.617799,West,Electronics,933,235.57479075921285,11
2025-06-05 21:42:08.617799,West,Clothing,941,158.47978510833377,6
2025-06-05 21:42:08.617799,West,Home & Kitchen,258,45.34719278273685,13
2025-06-06 21:42:08.617799,North,Electronics,315,69.54934594056829,13
2025-06-06 21:42:08.617799,North,Clothing,747,97.09766364590679,4
2025-06-06 21:42:08.617799,North,Home & Kitchen,943,239.87694154082902,11
2025-06-06 21:42:08.617799,South,Electronics,194,42.61957680676281,4
2025-06-06 21:42:08.617799,South,Clothing,391,95.10520364411686,11
2025-06-06 21:42:08.617799,South,Home & Kitchen,168,44.580440614385026,14
2025-06-06 21:42:08.617799,East,Electronics,941,158.56306520100188,6
2025-06-06 21:42:08.617799,East,Clothing,811,149.80741108460234,10
2025-06-06 21:42:08.617799,East,Home & Kitchen,401,89.4190111048429,10
2025-06-06 21:42:08.617799,West,Electronics,240,30.67757731886697,2
2025-06-06 21:42:08.617799,West,Clothing,722,177.0482026274107,11
2025-06-06 21:42:08.617799,West,Home & Kitchen,559,67.32737586037732,4
2025-06-07 21:42:08.617799,North,Electronics,232,66.00397128662652,8
2025-06-07 21:42:08.617799,North,Clothing,226,29.494764739724612,12
2025-06-07 21:42:08.617799,North,Home & Kitchen,898,198.76602233036093,6
2025-06-07 21:42:08.617799,South,Electronics,150,37.09332706874169,8
2025-06-07 21:42:08.617799,South,Clothing,396,112.90502622221669,7
2025-06-07 21:42:08.617799,South,Home & Kitchen,868,106.45812475795512,5
2025-06-07 21:42:08.617799,East,Electronics,445,119.16192969368814,6
2025-06-07 21:42:08.617799,East,Clothing,924,153.78065705863273,6
2025-06-07 21:42:08.617799,East,Home & Kitchen,666,96.8890967008314,5
2025-06-07 21:42:08.617799,West,Electronics,530,58.80473371513533,9
2025-06-07 21:42:08.617799,West,Clothing,301,78.43177760560029,5
2025-06-07 21:42:08.617799,West,Home & Kitchen,765,127.52537326874506,4
